time,value
2024-10-03T06:54:48.578135481Z,7.752500057220459
2024-10-03T06:54:49.575810145Z,8.706250190734863
2024-10-03T06:54:50.606356838Z,9.258749961853027
2024-10-03T06:54:51.575136053Z,8.1899995803833
2024-10-03T06:54:52.597384535Z,7.193749904632568
2024-10-03T06:54:53.582195681Z,10.112500190734863
2024-10-03T06:54:54.597299555Z,9.803750038146973
2024-10-03T06:54:56.183288572Z,9.826250076293945
2024-10-03T06:54:57.15547606Z,9.638750076293945
2024-10-03T06:54:58.150415156Z,9.789999961853027
2024-10-03T06:54:59.169088755Z,9.739999771118164
2024-10-03T06:55:00.17696044Z,9.889999389648438
2024-10-03T06:55:01.205784015Z,9.747499465942383
2024-10-03T06:55:02.172680893Z,9.889999389648438
2024-10-03T06:55:03.192776702Z,9.75374984741211
2024-10-03T06:55:04.175983698Z,9.883749961853027
2024-10-03T06:55:05.181136174Z,9.747499465942383
2024-10-03T06:55:06.17835608Z,9.71875
2024-10-03T06:55:07.198190983Z,9.918749809265137
2024-10-03T06:55:08.224454149Z,9.739999771118164
2024-10-03T06:55:09.262620905Z,9.776249885559082
2024-10-03T06:55:10.213440771Z,9.811249732971191
2024-10-03T06:55:11.184415466Z,9.789999961853027
2024-10-03T06:55:12.22366523Z,9.789999961853027
2024-10-03T07:12:33.235807456Z,7.049999713897705
2024-10-03T07:12:34.237455542Z,7.243749618530273
2024-10-03T07:12:35.261393561Z,7.544999599456787
2024-10-03T07:12:36.238602069Z,7.659999847412109
2024-10-03T07:12:37.236599412Z,5.033750057220459
2024-10-03T07:12:38.247382822Z,3.9075000286102295
2024-10-03T07:12:39.260533561Z,7.057499885559082
2024-10-03T07:12:40.381598002Z,8.047499656677246
2024-10-03T07:12:41.254070206Z,7.838749885559082
2024-10-03T07:12:42.24841204Z,9.617499351501465
2024-10-03T07:12:43.254538514Z,6.554999828338623
2024-10-03T07:12:44.271779028Z,9.976249694824219
2024-10-03T07:12:45.251299023Z,9.91249942779541
2024-10-03T07:12:46.269120727Z,7.086249828338623
2024-10-03T07:12:47.25927219Z,9.861249923706055
2024-10-03T07:12:48.2663944Z,8.111249923706055
2024-10-03T07:12:49.263698233Z,10.16249942779541
2024-10-03T07:12:50.310362149Z,8.585000038146973
2024-10-03T07:12:51.284837205Z,7.81749963760376
2024-10-03T07:12:52.30838529Z,-7.361249923706055
2024-10-03T07:12:53.284020251Z,-8.336249351501465
2024-10-03T07:12:54.304286861Z,7.544999599456787
2024-10-03T07:12:55.344802627Z,4.266250133514404
2024-10-03T07:12:56.302907693Z,5.916249752044678
2024-10-03T07:12:57.335345864Z,5.887499809265137
2024-10-03T07:12:58.300622564Z,9.93375015258789
2024-10-03T07:12:59.310306617Z,12.823749542236328
2024-10-03T07:13:00.296773825Z,8.979999542236328
2024-10-03T07:13:01.309389317Z,9.388750076293945
2024-10-03T07:13:02.295114955Z,9.638750076293945
2024-10-03T07:13:03.293280666Z,9.675000190734863
